CITY,DATE,TEMPERATURE
Atlanta,1961-01-01,6.3894
Atlanta,1961-01-02,1.6667999999999998
Atlanta,1961-01-03,1.1112
Atlanta,1961-01-04,3.8891999999999998
Atlanta,1961-01-05,4.4448
Atlanta,1961-01-06,6.3894
Atlanta,1961-01-07,6.667199999999999
Atlanta,1961-01-08,4.7226
Atlanta,1961-01-09,2.778
Atlanta,1961-01-10,3.6113999999999997
Atlanta,1961-01-11,6.944999999999999
Atlanta,1961-01-12,8.8896
Atlanta,1961-01-13,9.167399999999999
Atlanta,1961-01-14,8.0562
Atlanta,1961-01-15,9.167399999999999
Atlanta,1961-01-16,6.1116
Atlanta,1961-01-17,6.944999999999999
Atlanta,1961-01-18,8.334
Atlanta,1961-01-19,5.2782
Atlanta,1961-01-20,-0.5556
Atlanta,1961-01-21,-4.4448
Atlanta,1961-01-22,-4.4448
Atlanta,1961-01-23,6.3894
Atlanta,1961-01-24,6.3894
Atlanta,1961-01-25,-1.6667999999999998
Atlanta,1961-01-26,-1.9445999999999999
Atlanta,1961-01-27,-3.3335999999999997
Atlanta,1961-01-28,-4.7226
Atlanta,1961-01-29,0.8333999999999999
Atlanta,1961-01-30,3.3335999999999997
Atlanta,1961-01-31,5.556
Atlanta,1961-02-01,8.334
Atlanta,1961-02-02,5.2782
Atlanta,1961-02-03,-0.5556
Atlanta,1961-02-04,1.6667999999999998
Atlanta,1961-02-05,3.6113999999999997
Atlanta,1961-02-06,1.9445999999999999
Atlanta,1961-02-07,1.6667999999999998
Atlanta,1961-02-08,2.5002
Atlanta,1961-02-09,3.8891999999999998
Atlanta,1961-02-10,4.7226
Atlanta,1961-02-11,8.334
Atlanta,1961-02-12,14.1678
Atlanta,1961-02-13,13.6122
Atlanta,1961-02-14,16.1124
Atlanta,1961-02-15,17.2236
Atlanta,1961-02-16,16.1124
Atlanta,1961-02-17,15.001199999999999
Atlanta,1961-02-18,14.1678
Atlanta,1961-02-19,13.889999999999999
Atlanta,1961-02-20,13.889999999999999
Atlanta,1961-02-21,8.334
Atlanta,1961-02-22,11.112
Atlanta,1961-02-23,16.9458
Atlanta,1961-02-24,13.0566
Atlanta,1961-02-25,10.0008
Atlanta,1961-02-26,9.167399999999999
Atlanta,1961-02-27,11.6676
Atlanta,1961-02-28,15.8346
Atlanta,1961-03-01,9.722999999999999
Atlanta,1961-03-02,8.6118
Atlanta,1961-03-03,12.2232
Atlanta,1961-03-04,18.6126
Atlanta,1961-03-05,19.7238
Atlanta,1961-03-06,18.6126
Atlanta,1961-03-07,21.3906
Atlanta,1961-03-08,13.334399999999999
Atlanta,1961-03-09,4.4448
Atlanta,1961-03-10,7.222799999999999
Atlanta,1961-03-11,9.722999999999999
Atlanta,1961-03-12,14.1678
Atlanta,1961-03-13,12.7788
Atlanta,1961-03-14,11.3898
Atlanta,1961-03-15,12.501
Atlanta,1961-03-16,14.1678
Atlanta,1961-03-17,11.112
Atlanta,1961-03-18,6.3894
Atlanta,1961-03-19,10.5564
Atlanta,1961-03-20,11.9454
Atlanta,1961-03-21,10.278599999999999
Atlanta,1961-03-22,10.8342
Atlanta,1961-03-23,11.112
Atlanta,1961-03-24,7.222799999999999
Atlanta,1961-03-25,10.5564
Atlanta,1961-03-26,14.7234
Atlanta,1961-03-27,15.001199999999999
Atlanta,1961-03-28,15.8346
Atlanta,1961-03-29,16.3902
Atlanta,1961-03-30,14.1678
Atlanta,1961-03-31,15.279
Atlanta,1961-04-01,9.4452
Atlanta,1961-04-02,10.0008
Atlanta,1961-04-03,9.4452
Atlanta,1961-04-04,8.334
Atlanta,1961-04-05,13.0566
Atlanta,1961-04-06,11.6676
Atlanta,1961-04-07,10.0008
Atlanta,1961-04-08,9.167399999999999
Atlanta,1961-04-09,13.334399999999999
Atlanta,1961-04-10,8.334
Atlanta,1961-04-11,10.278599999999999
Atlanta,1961-04-12,14.1678
Atlanta,1961-04-13,11.3898
Atlanta,1961-04-14,12.7788
Atlanta,1961-04-15,16.3902
Atlanta,1961-04-16,9.167399999999999
Atlanta,1961-04-17,11.3898
Atlanta,1961-04-18,10.5564
Atlanta,1961-04-19,12.501
Atlanta,1961-04-20,14.445599999999999
Atlanta,1961-04-21,15.8346
Atlanta,1961-04-22,19.1682
Atlanta,1961-04-23,20.835
Atlanta,1961-04-24,21.3906
Atlanta,1961-04-25,21.6684
Atlanta,1961-04-26,21.1128
Atlanta,1961-04-27,14.445599999999999
Atlanta,1961-04-28,17.2236
Atlanta,1961-04-29,12.501
Atlanta,1961-04-30,15.8346
Atlanta,1961-05-01,16.3902
Atlanta,1961-05-02,14.445599999999999
Atlanta,1961-05-03,15.001199999999999
Atlanta,1961-05-04,17.7792
Atlanta,1961-05-05,17.5014
Atlanta,1961-05-06,19.7238
Atlanta,1961-05-07,22.7796
Atlanta,1961-05-08,21.3906
Atlanta,1961-05-09,16.3902
Atlanta,1961-05-10,13.889999999999999
Atlanta,1961-05-11,14.445599999999999
Atlanta,1961-05-12,16.1124
Atlanta,1961-05-13,18.6126
Atlanta,1961-05-14,21.6684
Atlanta,1961-05-15,22.224
Atlanta,1961-05-16,19.1682
Atlanta,1961-05-17,19.445999999999998
Atlanta,1961-05-18,20.2794
Atlanta,1961-05-19,21.9462
Atlanta,1961-05-20,21.6684
Atlanta,1961-05-21,22.7796
Atlanta,1961-05-22,20.2794
Atlanta,1961-05-23,16.9458
Atlanta,1961-05-24,17.5014
Atlanta,1961-05-25,19.7238
Atlanta,1961-05-26,15.8346
Atlanta,1961-05-27,11.6676
Atlanta,1961-05-28,14.445599999999999
Atlanta,1961-05-29,19.1682
Atlanta,1961-05-30,20.557199999999998
Atlanta,1961-05-31,21.1128
Atlanta,1961-06-01,23.613
Atlanta,1961-06-02,23.057399999999998
Atlanta,1961-06-03,23.613
Atlanta,1961-06-04,24.168599999999998
Atlanta,1961-06-05,25.279799999999998
Atlanta,1961-06-06,24.168599999999998
Atlanta,1961-06-07,23.613
Atlanta,1961-06-08,25.002
Atlanta,1961-06-09,23.8908
Atlanta,1961-06-10,25.279799999999998
Atlanta,1961-06-11,25.279799999999998
Atlanta,1961-06-12,25.279799999999998
Atlanta,1961-06-13,25.279799999999998
Atlanta,1961-06-14,25.279799999999998
Atlanta,1961-06-15,24.4464
Atlanta,1961-06-16,17.5014
Atlanta,1961-06-17,15.8346
Atlanta,1961-06-18,19.1682
Atlanta,1961-06-19,20.0016
Atlanta,1961-06-20,18.6126
Atlanta,1961-06-21,22.224
Atlanta,1961-06-22,22.224
Atlanta,1961-06-23,21.9462
Atlanta,1961-06-24,22.5018
Atlanta,1961-06-25,21.6684
Atlanta,1961-06-26,19.7238
Atlanta,1961-06-27,21.6684
Atlanta,1961-06-28,21.6684
Atlanta,1961-06-29,23.057399999999998
Atlanta,1961-06-30,23.3352
Atlanta,1961-07-01,24.7242
Atlanta,1961-07-02,24.4464
Atlanta,1961-07-03,24.4464
Atlanta,1961-07-04,23.613
Atlanta,1961-07-05,23.8908
Atlanta,1961-07-06,25.279799999999998
Atlanta,1961-07-07,24.7242
Atlanta,1961-07-08,24.168599999999998
Atlanta,1961-07-09,23.8908
Atlanta,1961-07-10,22.224
Atlanta,1961-07-11,19.7238
Atlanta,1961-07-12,22.5018
Atlanta,1961-07-13,23.3352
Atlanta,1961-07-14,23.613
Atlanta,1961-07-15,25.002
Atlanta,1961-07-16,25.002
Atlanta,1961-07-17,24.7242
Atlanta,1961-07-18,23.3352
Atlanta,1961-07-19,24.7242
Atlanta,1961-07-20,24.7242
Atlanta,1961-07-21,24.7242
Atlanta,1961-07-22,25.8354
Atlanta,1961-07-23,25.5576
Atlanta,1961-07-24,25.279799999999998
Atlanta,1961-07-25,25.5576
Atlanta,1961-07-26,25.8354
Atlanta,1961-07-27,25.5576
Atlanta,1961-07-28,26.391
Atlanta,1961-07-29,26.1132
Atlanta,1961-07-30,26.9466
Atlanta,1961-07-31,27.2244
Atlanta,1961-08-01,27.2244
Atlanta,1961-08-02,27.5022
Atlanta,1961-08-03,27.5022
Atlanta,1961-08-04,25.8354
Atlanta,1961-08-05,24.7242
Atlanta,1961-08-06,21.9462
Atlanta,1961-08-07,22.7796
Atlanta,1961-08-08,24.168599999999998
Atlanta,1961-08-09,23.8908
Atlanta,1961-08-10,25.279799999999998
Atlanta,1961-08-11,26.1132
Atlanta,1961-08-12,26.9466
Atlanta,1961-08-13,25.8354
Atlanta,1961-08-14,23.8908
Atlanta,1961-08-15,21.6684
Atlanta,1961-08-16,22.7796
Atlanta,1961-08-17,23.8908
Atlanta,1961-08-18,23.3352
Atlanta,1961-08-19,23.3352
Atlanta,1961-08-20,23.057399999999998
Atlanta,1961-08-21,22.7796
Atlanta,1961-08-22,21.9462
Atlanta,1961-08-23,21.9462
Atlanta,1961-08-24,20.0016
Atlanta,1961-08-25,21.6684
Atlanta,1961-08-26,24.168599999999998
Atlanta,1961-08-27,24.4464
Atlanta,1961-08-28,25.002
Atlanta,1961-08-29,26.391
Atlanta,1961-08-30,25.5576
Atlanta,1961-08-31,24.7242
Atlanta,1961-09-01,25.5576
Atlanta,1961-09-02,24.7242
Atlanta,1961-09-03,25.8354
Atlanta,1961-09-04,26.391
Atlanta,1961-09-05,25.8354
Atlanta,1961-09-06,24.7242
Atlanta,1961-09-07,25.5576
Atlanta,1961-09-08,24.4464
Atlanta,1961-09-09,24.4464
Atlanta,1961-09-10,24.168599999999998
Atlanta,1961-09-11,24.4464
Atlanta,1961-09-12,24.7242
Atlanta,1961-09-13,24.168599999999998
Atlanta,1961-09-14,21.1128
Atlanta,1961-09-15,17.2236
Atlanta,1961-09-16,15.8346
Atlanta,1961-09-17,16.1124
Atlanta,1961-09-18,17.2236
Atlanta,1961-09-19,18.334799999999998
Atlanta,1961-09-20,21.3906
Atlanta,1961-09-21,21.1128
Atlanta,1961-09-22,24.168599999999998
Atlanta,1961-09-23,25.5576
Atlanta,1961-09-24,25.5576
Atlanta,1961-09-25,25.5576
Atlanta,1961-09-26,23.613
Atlanta,1961-09-27,23.057399999999998
Atlanta,1961-09-28,21.3906
Atlanta,1961-09-29,20.2794
Atlanta,1961-09-30,20.835
Atlanta,1961-10-01,20.557199999999998
Atlanta,1961-10-02,21.3906
Atlanta,1961-10-03,13.889999999999999
Atlanta,1961-10-04,14.445599999999999
Atlanta,1961-10-05,14.445599999999999
Atlanta,1961-10-06,14.7234
Atlanta,1961-10-07,14.7234
Atlanta,1961-10-08,16.9458
Atlanta,1961-10-09,18.6126
Atlanta,1961-10-10,20.0016
Atlanta,1961-10-11,19.7238
Atlanta,1961-10-12,20.557199999999998
Atlanta,1961-10-13,19.445999999999998
Atlanta,1961-10-14,15.279
Atlanta,1961-10-15,11.112
Atlanta,1961-10-16,14.7234
Atlanta,1961-10-17,17.5014
Atlanta,1961-10-18,17.5014
Atlanta,1961-10-19,16.1124
Atlanta,1961-10-20,6.1116
Atlanta,1961-10-21,14.445599999999999
Atlanta,1961-10-22,14.445599999999999
Atlanta,1961-10-23,15.556799999999999
Atlanta,1961-10-24,15.8346
Atlanta,1961-10-25,18.6126
Atlanta,1961-10-26,12.501
Atlanta,1961-10-27,10.0008
Atlanta,1961-10-28,10.5564
Atlanta,1961-10-29,18.6126
Atlanta,1961-10-30,20.557199999999998
Atlanta,1961-10-31,22.5018
Atlanta,1961-11-01,21.9462
Atlanta,1961-11-02,21.9462
Atlanta,1961-11-03,21.3906
Atlanta,1961-11-04,18.8904
Atlanta,1961-11-05,20.835
Atlanta,1961-11-06,18.057
Atlanta,1961-11-07,15.279
Atlanta,1961-11-08,8.334
Atlanta,1961-11-09,6.944999999999999
Atlanta,1961-11-10,12.2232
Atlanta,1961-11-11,15.556799999999999
Atlanta,1961-11-12,18.057
Atlanta,1961-11-13,17.2236
Atlanta,1961-11-14,18.6126
Atlanta,1961-11-15,18.8904
Atlanta,1961-11-16,16.1124
Atlanta,1961-11-17,9.722999999999999
Atlanta,1961-11-18,7.5005999999999995
Atlanta,1961-11-19,8.0562
Atlanta,1961-11-20,6.3894
Atlanta,1961-11-21,4.167
Atlanta,1961-11-22,6.667199999999999
Atlanta,1961-11-23,13.6122
Atlanta,1961-11-24,10.5564
Atlanta,1961-11-25,10.0008
Atlanta,1961-11-26,10.278599999999999
Atlanta,1961-11-27,14.445599999999999
Atlanta,1961-11-28,6.3894
Atlanta,1961-11-29,4.167
Atlanta,1961-11-30,6.1116
Atlanta,1961-12-01,8.0562
Atlanta,1961-12-02,12.7788
Atlanta,1961-12-03,15.279
Atlanta,1961-12-04,15.279
Atlanta,1961-12-05,11.6676
Atlanta,1961-12-06,8.6118
Atlanta,1961-12-07,7.5005999999999995
Atlanta,1961-12-08,6.667199999999999
Atlanta,1961-12-09,6.1116
Atlanta,1961-12-10,9.167399999999999
Atlanta,1961-12-11,14.7234
Atlanta,1961-12-12,13.334399999999999
Atlanta,1961-12-13,3.8891999999999998
Atlanta,1961-12-14,1.6667999999999998
Atlanta,1961-12-15,7.222799999999999
Atlanta,1961-12-16,5.2782
Atlanta,1961-12-17,5.2782
Atlanta,1961-12-18,12.7788
Atlanta,1961-12-19,10.5564
Atlanta,1961-12-20,2.778
Atlanta,1961-12-21,4.167
Atlanta,1961-12-22,5.2782
Atlanta,1961-12-23,4.167
Atlanta,1961-12-24,-0.5556
Atlanta,1961-12-25,0.2778
Atlanta,1961-12-26,3.0558
Atlanta,1961-12-27,6.944999999999999
Atlanta,1961-12-28,-0.5556
Atlanta,1961-12-29,-3.6113999999999997
Atlanta,1961-12-30,-1.389
Atlanta,1961-12-31,1.6667999999999998
Atlanta,1962-01-01,1.9445999999999999
Atlanta,1962-01-02,0.2778
Atlanta,1962-01-03,5.2782
Atlanta,1962-01-04,8.334
Atlanta,1962-01-05,9.167399999999999
Atlanta,1962-01-06,8.6118
Atlanta,1962-01-07,1.6667999999999998
Atlanta,1962-01-08,1.6667999999999998
Atlanta,1962-01-09,0.2778
Atlanta,1962-01-10,-8.6118
Atlanta,1962-01-11,-7.222799999999999
Atlanta,1962-01-12,-5.2782
Atlanta,1962-01-13,-2.2224
Atlanta,1962-01-14,2.2224
Atlanta,1962-01-15,6.944999999999999
Atlanta,1962-01-16,3.8891999999999998
Atlanta,1962-01-17,4.167
Atlanta,1962-01-18,1.1112
Atlanta,1962-01-19,0.2778
Atlanta,1962-01-20,5.8338
Atlanta,1962-01-21,2.2224
Atlanta,1962-01-22,8.0562
Atlanta,1962-01-23,13.0566
Atlanta,1962-01-24,13.6122
Atlanta,1962-01-25,16.668
Atlanta,1962-01-26,16.3902
Atlanta,1962-01-27,14.1678
Atlanta,1962-01-28,8.0562
Atlanta,1962-01-29,6.667199999999999
Atlanta,1962-01-30,10.8342
Atlanta,1962-01-31,6.1116
Atlanta,1962-02-01,10.8342
Atlanta,1962-02-02,11.9454
Atlanta,1962-02-03,13.0566
Atlanta,1962-02-04,13.0566
Atlanta,1962-02-05,11.9454
Atlanta,1962-02-06,-0.2778
Atlanta,1962-02-07,-0.5556
Atlanta,1962-02-08,1.1112
Atlanta,1962-02-09,13.6122
Atlanta,1962-02-10,5.556
Atlanta,1962-02-11,3.6113999999999997
Atlanta,1962-02-12,11.3898
Atlanta,1962-02-13,12.501
Atlanta,1962-02-14,14.1678
Atlanta,1962-02-15,13.0566
Atlanta,1962-02-16,8.334
Atlanta,1962-02-17,8.334
Atlanta,1962-02-18,8.8896
Atlanta,1962-02-19,13.889999999999999
Atlanta,1962-02-20,8.334
Atlanta,1962-02-21,6.3894
Atlanta,1962-02-22,12.2232
Atlanta,1962-02-23,17.2236
Atlanta,1962-02-24,13.6122
Atlanta,1962-02-25,6.944999999999999
Atlanta,1962-02-26,9.4452
Atlanta,1962-02-27,17.5014
Atlanta,1962-02-28,15.001199999999999
Atlanta,1962-03-01,8.0562
Atlanta,1962-03-02,3.6113999999999997
Atlanta,1962-03-03,1.1112
Atlanta,1962-03-04,4.167
Atlanta,1962-03-05,1.9445999999999999
Atlanta,1962-03-06,-0.2778
Atlanta,1962-03-07,5.2782
Atlanta,1962-03-08,4.7226
Atlanta,1962-03-09,6.944999999999999
Atlanta,1962-03-10,9.4452
Atlanta,1962-03-11,7.222799999999999
Atlanta,1962-03-12,11.112
Atlanta,1962-03-13,8.334
Atlanta,1962-03-14,5.8338
Atlanta,1962-03-15,9.4452
Atlanta,1962-03-16,7.5005999999999995
Atlanta,1962-03-17,5.0004
Atlanta,1962-03-18,7.222799999999999
Atlanta,1962-03-19,11.3898
Atlanta,1962-03-20,11.112
Atlanta,1962-03-21,15.556799999999999
Atlanta,1962-03-22,8.8896
Atlanta,1962-03-23,12.2232
Atlanta,1962-03-24,13.6122
Atlanta,1962-03-25,10.0008
Atlanta,1962-03-26,11.3898
Atlanta,1962-03-27,12.501
Atlanta,1962-03-28,12.7788
Atlanta,1962-03-29,14.445599999999999
Atlanta,1962-03-30,16.3902
Atlanta,1962-03-31,15.279
Atlanta,1962-04-01,10.278599999999999
Atlanta,1962-04-02,6.667199999999999
Atlanta,1962-04-03,7.7783999999999995
Atlanta,1962-04-04,9.4452
Atlanta,1962-04-05,9.722999999999999
Atlanta,1962-04-06,12.7788
Atlanta,1962-04-07,16.668
Atlanta,1962-04-08,15.8346
Atlanta,1962-04-09,17.5014
Atlanta,1962-04-10,18.6126
Atlanta,1962-04-11,18.057
Atlanta,1962-04-12,15.001199999999999
Atlanta,1962-04-13,9.722999999999999
Atlanta,1962-04-14,9.167399999999999
Atlanta,1962-04-15,9.167399999999999
Atlanta,1962-04-16,6.667199999999999
Atlanta,1962-04-17,8.334
Atlanta,1962-04-18,12.501
Atlanta,1962-04-19,16.668
Atlanta,1962-04-20,11.9454
Atlanta,1962-04-21,11.9454
Atlanta,1962-04-22,15.279
Atlanta,1962-04-23,19.7238
Atlanta,1962-04-24,18.6126
Atlanta,1962-04-25,18.8904
Atlanta,1962-04-26,19.1682
Atlanta,1962-04-27,18.6126
Atlanta,1962-04-28,19.445999999999998
Atlanta,1962-04-29,20.2794
Atlanta,1962-04-30,22.7796
Atlanta,1962-05-01,23.057399999999998
Atlanta,1962-05-02,17.2236
Atlanta,1962-05-03,16.9458
Atlanta,1962-05-04,19.1682
Atlanta,1962-05-05,18.6126
Atlanta,1962-05-06,20.0016
Atlanta,1962-05-07,21.9462
Atlanta,1962-05-08,22.7796
Atlanta,1962-05-09,23.057399999999998
Atlanta,1962-05-10,20.835
Atlanta,1962-05-11,23.057399999999998
Atlanta,1962-05-12,24.168599999999998
Atlanta,1962-05-13,22.7796
Atlanta,1962-05-14,23.057399999999998
Atlanta,1962-05-15,24.4464
Atlanta,1962-05-16,25.8354
Atlanta,1962-05-17,23.8908
Atlanta,1962-05-18,25.5576
Atlanta,1962-05-19,26.668799999999997
Atlanta,1962-05-20,26.668799999999997
Atlanta,1962-05-21,25.8354
Atlanta,1962-05-22,25.002
Atlanta,1962-05-23,24.7242
Atlanta,1962-05-24,24.4464
Atlanta,1962-05-25,25.002
Atlanta,1962-05-26,25.5576
Atlanta,1962-05-27,25.8354
Atlanta,1962-05-28,26.668799999999997
Atlanta,1962-05-29,24.168599999999998
Atlanta,1962-05-30,24.168599999999998
Atlanta,1962-05-31,23.613
Atlanta,1962-06-01,23.613
Atlanta,1962-06-02,23.613
Atlanta,1962-06-03,23.613
Atlanta,1962-06-04,25.5576
Atlanta,1962-06-05,23.8908
Atlanta,1962-06-06,24.7242
Atlanta,1962-06-07,24.168599999999998
Atlanta,1962-06-08,23.3352
Atlanta,1962-06-09,23.3352
Atlanta,1962-06-10,23.613
Atlanta,1962-06-11,24.7242
Atlanta,1962-06-12,25.002
Atlanta,1962-06-13,24.4464
Atlanta,1962-06-14,22.224
Atlanta,1962-06-15,21.6684
Atlanta,1962-06-16,24.168599999999998
Atlanta,1962-06-17,24.7242
Atlanta,1962-06-18,26.1132
Atlanta,1962-06-19,26.1132
Atlanta,1962-06-20,21.9462
Atlanta,1962-06-21,24.168599999999998
